"","TNFRSF9","JUN","DNAJB4","PLEKHO1","HSPA6","BTG2","ATF3","DUSP10","EGR2","DUSP8","TNNT3","IGF2-AS","KCNQ1DN","TUB","BBOX1","APLNR","FOLR2","TMEM126B","DDX25","CLEC4E","CLEC1B","CLEC7A","TAS2R7","NR4A1","NCKAP1L","ANKS1B","TRPC4","NFKBIA","FOS","GPR68","DNAJA4","SLC28A1","KLHL25","SSTR5","TPSD1","IL32","RRAD","TRPV2","PYY2","IKZF3","PIEZO2","TICAM1","MAG","ZFP36","ATP1A3","BCL3","FOSB","KLK15","ZNF613","EGR4","CNGA3","IL1A","GYPC","DLX2","CCL20","MMP9","CASS4","TSSK2","CLTCL1","FBLN2","CD96","TSC22D2","PTX3","NKX3-2","CXCL1","CXCL3","CXCL2","PRDM8","SLC9A3","EGR1","PCDHB12","DUSP1","DRD1","FOXF2","OR10C1","TNFAIP3","NOX3","CAMK2B","VGF","RARRES2","LY6H","GRINA","CCL27","SPAG8","MAMLD1","L1CAM"
"Series4_A549_IAV_1",2.484906649788,6.24997524225948,6.01615715969835,3.76120011569356,4.00733318523247,4.29045944114839,4.63472898822964,3.68887945411394,0,2.39789527279837,0,0,0,5.24174701505964,0,0.693147180559945,0.693147180559945,6.13556489108174,0,0,0,0,0,4.17438726989564,0,2.19722457733622,0.693147180559945,6.61472560020376,2.77258872223978,0,1.79175946922805,0.693147180559945,3.95124371858143,0,0.693147180559945,3.87120101090789,2.39789527279837,0,1.09861228866811,0.693147180559945,3.52636052461616,3.09104245335832,0.693147180559945,3.71357206670431,3.25809653802148,5.07517381523383,2.07944154167984,0,2.484906649788,0,0,1.79175946922805,0,1.09861228866811,1.09861228866811,0.693147180559945,2.484906649788,0,4.33073334028633,1.09861228866811,0,4.51085950651685,1.79175946922805,1.79175946922805,4.0943445622221,3.40119738166216,3.58351893845611,2.30258509299405,2.56494935746154,3.40119738166216,0,6.62273632394984,3.71357206670431,4.34380542185368,0,4.93447393313069,0,0,2.30258509299405,0,0,5.76519110278484,0.693147180559945,1.38629436111989,3.8286413964891,4.44265125649032
"Series4_A549_IAV_2",2.30258509299405,4.91265488573605,3.97029191355212,2.77258872223978,3.13549421592915,3.61091791264422,2.99573227355399,2.70805020110221,1.09861228866811,1.79175946922805,0,1.09861228866811,0,3.85014760171006,0,0,0,4.35670882668959,0,0,0,0,0,4.18965474202643,0,0.693147180559945,0,5.38449506278909,2.39789527279837,0,0,0,3.13549421592915,0,0,2.70805020110221,1.38629436111989,0,1.09861228866811,0,1.79175946922805,2.30258509299405,0,3.40119738166216,2.484906649788,4.46590811865458,1.79175946922805,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0.693147180559945,2.07944154167984,0,3.2188758248682,0,0,3.04452243772342,0,1.09861228866811,2.83321334405622,2.30258509299405,2.30258509299405,1.09861228866811,2.07944154167984,2.19722457733622,0,5.79909265446053,3.04452243772342,2.83321334405622,0,3.73766961828337,0,0,0.693147180559945,0,0,5.50533153593236,0,0.693147180559945,3.04452243772342,3.3322045101752
"Series5_A549_Mock_1",3.80666248977032,7.028201432058,5.88610403145016,5.14749447681345,2.63905732961526,5.63478960316925,4.4188406077966,4.79579054559674,1.09861228866811,4.15888308335967,0,1.09861228866811,0,6.7093043402583,0,1.09861228866811,0,6.4831073514572,0,4.07753744390572,0,0,0,7.24565506759454,0.693147180559945,3.2188758248682,0,7.61184239958042,4.85981240436167,1.6094379124341,0,0,5.8171111599632,1.38629436111989,0.693147180559945,5.49306144334055,3.25809653802148,2.30258509299405,1.6094379124341,0,5.77455154554441,5.35658627467201,0,6.70686233660275,4.54329478227,7.32778053842163,2.484906649788,0,3.58351893845611,0,0,2.56494935746154,0,1.94591014905531,4.99043258677874,1.94591014905531,0.693147180559945,0,5.99146454710798,2.30258509299405,0,5.52545293913178,2.77258872223978,2.89037175789616,6.80793494369993,5.9295891433899,6.06378520868761,1.94591014905531,0,2.83321334405622,1.6094379124341,8.12118324207883,4.95582705760126,5.80513496891649,0,6.43294009273918,0,1.38629436111989,3.49650756146648,0,0,7.73280753042202,0.693147180559945,2.39789527279837,5.13579843705026,5.06259503302697
"Series5_A549_Mock_2",3.95124371858143,6.94601399109923,5.8636311755981,5.09375020080676,1.09861228866811,5.56068163101553,4.34380542185368,4.74493212836325,1.38629436111989,4.36944785246702,0,0,0,6.67582322163485,0,0,0,6.383506634884,0,3.97029191355212,0,0,0,7.15929190479756,0.693147180559945,3.29583686600433,0.693147180559945,7.57712193087668,4.58496747867057,1.38629436111989,0,0,5.68357976733868,1.94591014905531,0,5.61677109766657,3.13549421592915,2.39789527279837,2.77258872223978,0,5.59842195899838,5.11799381241676,0,6.61338421837956,4.47733681447821,7.41637847919293,2.83321334405622,0,3.80666248977032,0,0,2.39789527279837,0,2.484906649788,4.79579054559674,1.79175946922805,0,0,5.82008293035236,2.99573227355399,0,5.6021188208797,2.484906649788,3.04452243772342,6.83625927727707,5.92157841964382,6.05208916892442,1.6094379124341,0.693147180559945,3.43398720448515,0,8.08671792030391,4.89783979995091,5.67332326717149,0,6.55535689181067,0,0.693147180559945,3.49650756146648,0.693147180559945,0,7.77946696745832,0,2.07944154167984,5.18178355029209,4.97673374242057
"Series5_A549_Mock_3",3.78418963391826,7.00033446027523,5.96870755998537,4.85981240436167,2.07944154167984,5.605802066296,4.40671924726425,4.56434819146784,1.6094379124341,4.15888308335967,0,0.693147180559945,0,6.57786135772105,0,1.09861228866811,0,6.37331978957701,0,3.58351893845611,0,0,0,7.00306545878646,0,3.2188758248682,0,7.50549227473742,4.66343909411207,2.07944154167984,0,1.79175946922805,5.65599181081985,1.79175946922805,0,5.36597601502185,3.04452243772342,1.79175946922805,2.56494935746154,0,5.4971682252932,5.11198778835654,0,6.69703424766648,4.47733681447821,7.15383380157884,2.484906649788,0,3.73766961828337,0,1.09861228866811,3.13549421592915,0,2.07944154167984,4.56434819146784,0,1.38629436111989,0,5.85220247977447,1.79175946922805,0,5.5683445037611,2.19722457733622,3.43398720448515,6.87419849545329,5.91079664404053,6.14846829591765,0.693147180559945,1.09861228866811,2.89037175789616,0.693147180559945,7.99260665240021,4.78749174278205,5.82008293035236,0,6.48004456192665,0,1.38629436111989,3.40119738166216,0,0,7.60837447438078,1.09861228866811,2.07944154167984,4.95582705760126,4.95582705760126
"Series5_A549_SARS.CoV.2_1",5.37063802812766,8.06463647577422,5.67675380226828,4.61512051684126,1.38629436111989,5.44241771052179,6.47697236288968,4.7361984483945,1.09861228866811,4.39444915467244,0,1.09861228866811,0,6.20253551718792,0,1.09861228866811,0,6.60934924316738,0,5.78689738136671,0,0,0,5.23110861685459,0,3.40119738166216,0,7.99967857949945,3.66356164612965,2.39789527279837,0,0.693147180559945,5.15905529921453,0,0,6.59304453414244,3.36729582998647,2.07944154167984,1.6094379124341,0.693147180559945,5.63478960316925,5.2257466737132,0,6.29894924685594,4.11087386417331,6.9782137426307,3.25809653802148,0,3.8286413964891,0,0.693147180559945,5.49306144334055,0,1.09861228866811,5.60947179518496,3.2188758248682,0,0,6.51767127291227,2.30258509299405,0,5.85793315448346,5.12989871492307,1.09861228866811,7.62900388965296,6.99393297522319,7.32843735289516,3.13549421592915,0.693147180559945,2.89037175789616,0.693147180559945,8.80432511256254,5.54907608489522,5.56452040732269,0,7.60090245954208,0,0,3.49650756146648,0,0,7.72533003791713,1.09861228866811,1.79175946922805,5.30330490805908,6.16120732169508
"Series5_A549_SARS.CoV.2_2",5.4971682252932,8.58091888229678,5.54126354515843,4.78749174278205,0.693147180559945,5.4971682252932,6.22653666928747,4.91265488573605,1.6094379124341,4.4188406077966,0,0,0,6.23244801655052,0,0.693147180559945,0,6.52356230614951,1.38629436111989,5.66642668811243,0,0,0,5.40717177146012,0,3.68887945411394,1.09861228866811,7.97590836016554,5.45958551414416,1.94591014905531,0,0.693147180559945,4.85203026391962,0,0,6.64768837356333,3.68887945411394,2.63905732961526,1.38629436111989,0,5.65248918026865,5.35658627467201,0,7.11882624906208,4.12713438504509,7.24565506759454,3.3322045101752,0,3.95124371858143,0,1.38629436111989,5.82894561761021,0,1.38629436111989,5.98141421125448,2.99573227355399,1.09861228866811,0,6.50876913697168,2.39789527279837,0.693147180559945,6.16120732169508,4.80402104473326,2.30258509299405,7.6246189861594,6.94022246911964,7.14045304310116,2.07944154167984,0,3.49650756146648,0,8.80177044891454,5.5683445037611,5.86929691313377,0,7.71779621101358,0,0.693147180559945,3.58351893845611,0,0,7.90174751852014,0.693147180559945,1.79175946922805,5.6021188208797,6.60394382460047
"Series5_A549_SARS.CoV.2_3",5.96614673912369,8.68980105602255,6.18001665365257,5.31811999384422,2.77258872223978,6.04263283368238,6.96602418710611,5.72358510195238,2.30258509299405,5.28320372873799,0,1.79175946922805,0,6.70073110954781,0,2.70805020110221,0,7.05012252026906,0,6.39859493453521,0,0,0,6.0088131854426,1.09861228866811,4.11087386417331,0,8.67812085552252,4.80402104473326,2.19722457733622,0,1.79175946922805,5.60947179518496,1.38629436111989,0,7.34729970074316,3.97029191355212,2.83321334405622,1.94591014905531,0,6.30078579466324,6.08449941307517,0,7.42714413340862,4.68213122712422,7.90248743716286,4.39444915467244,0.693147180559945,4.65396035015752,0,1.09861228866811,6.33682573114644,0,0.693147180559945,6.41345895716736,3.61091791264422,0,0,7.20785987143248,2.63905732961526,0,6.43294009273918,5.66296048013595,2.63905732961526,8.45638105201948,7.86978390253015,8.09559870137819,3.97029191355212,2.19722457733622,3.97029191355212,1.09861228866811,9.38857023586688,6.11146733950268,6.36990098282823,0,8.29079434738136,0,1.79175946922805,4.02535169073515,0,0,8.53089883847235,1.6094379124341,2.77258872223978,6.12905021006055,7.0647590277918
"Series6_A549.ACE2_Mock_1",6.08677472691231,7.77527584648686,6.3750248198281,3.2188758248682,4.63472898822964,8.37885024179449,5.89715386763674,5.64897423816121,2.30258509299405,5.44673737166631,1.09861228866811,0,0,5.2040066870768,1.38629436111989,0,0,6.50578406012823,1.09861228866811,0,0,0,0,5.8664680569333,1.79175946922805,1.79175946922805,0,7.64396194900253,5.02388052084628,0.693147180559945,0,1.09861228866811,5.06259503302697,3.25809653802148,0.693147180559945,6.57088296233958,4.63472898822964,1.09861228866811,2.89037175789616,0,5.23644196282995,5.27811465923052,1.38629436111989,6.45204895443723,2.99573227355399,6.08677472691231,3.80666248977032,0,3.36729582998647,0,0,0,0,0,1.6094379124341,2.30258509299405,0.693147180559945,0,4.04305126783455,2.94443897916644,0.693147180559945,6.36302810354046,1.09861228866811,2.39789527279837,3.97029191355212,3.25809653802148,3.95124371858143,0.693147180559945,0.693147180559945,2.30258509299405,1.79175946922805,7.98548435673382,2.63905732961526,4.81218435537242,0,6.11589212548303,0,1.09861228866811,1.6094379124341,0,0,7.50328963067508,1.09861228866811,1.79175946922805,5.71373280550937,2.70805020110221
"Series6_A549.ACE2_Mock_2",3.68887945411394,5.46383180502561,4.24849524204936,2.07944154167984,2.07944154167984,6.01859321449623,3.61091791264422,3.52636052461616,0.693147180559945,3.52636052461616,0,0,0,3.2188758248682,0,0,0,4.14313472639153,0,0,0,0,0,3.71357206670431,0,0.693147180559945,0,5.17614973257383,2.77258872223978,0,0,0,2.39789527279837,1.79175946922805,0,4.15888308335967,2.56494935746154,0,0,0,3.13549421592915,3.36729582998647,0,4.27666611901606,0.693147180559945,3.85014760171006,1.38629436111989,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,0,2.19722457733622,0.693147180559945,0,4.04305126783455,0,0.693147180559945,1.09861228866811,1.79175946922805,1.6094379124341,0,0,0,0,5.70044357339069,0.693147180559945,2.70805020110221,0,3.80666248977032,0,0,0,0,0,5.42053499927229,0,0,3.58351893845611,1.79175946922805
"Series6_A549.ACE2_Mock_3",5.65948221575962,7.32974968904151,5.83188247728352,3.25809653802148,4.00733318523247,8.0179667034936,5.50125821054473,5.33753807970132,2.63905732961526,5.14166355650266,0,0,0,4.72738781871234,0.693147180559945,1.38629436111989,0,6.12249280951439,0,0,0,0,0,5.7268477475872,0,1.79175946922805,0,7.28207365809346,4.57471097850338,0,0,1.79175946922805,4.56434819146784,2.99573227355399,0,6.38687931936265,4.67282883446191,1.38629436111989,2.89037175789616,0,4.64439089914137,4.83628190695148,0,6.21460809842219,2.83321334405622,5.96870755998537,3.55534806148941,0,3.29583686600433,0,0,0.693147180559945,0,0.693147180559945,1.38629436111989,0.693147180559945,0,0,3.91202300542815,2.77258872223978,0,5.8406416573734,0,1.6094379124341,3.52636052461616,3.29583686600433,3.68887945411394,0,0,1.38629436111989,0.693147180559945,7.65728279297819,1.09861228866811,4.70953020131233,0,5.67332326717149,0,0,1.79175946922805,0,0,7.2902928824466,0,0,5.70711026474888,2.07944154167984
"Series6_A549.ACE2_SARS.CoV.2_1",4.65396035015752,7.35883089834235,5.52942908751142,2.19722457733622,4.00733318523247,8.12296471523406,6.4425401664682,4.46590811865458,4.9272536851572,6.57646956904822,0,0,0,4.14313472639153,0,0.693147180559945,0,5.44673737166631,0,1.38629436111989,0,0,0,6.93049476595163,0,0,0,8.61286694148452,5.80211837537706,1.09861228866811,0,0,3.3322045101752,0,0,4.94875989037817,4.48863636973214,1.09861228866811,1.6094379124341,1.38629436111989,3.43398720448515,4.89034912822175,0,7.66105638236183,1.79175946922805,6.89467003943348,5.34710753071747,0,2.94443897916644,0.693147180559945,0,3.04452243772342,0,2.77258872223978,6.37842618365159,0,0,0,2.83321334405622,2.484906649788,0,5.8171111599632,2.63905732961526,1.09861228866811,6.71659477352098,6.3456363608286,7.39756153552405,0,0,7.37211802833779,0.693147180559945,7.04490511712937,2.30258509299405,3.8286413964891,0,7.14677217945264,0,1.6094379124341,2.77258872223978,0,0,6.45204895443723,0,0,3.58351893845611,2.63905732961526
"Series6_A549.ACE2_SARS.CoV.2_2",3.09104245335832,6.13988455222626,4.30406509320417,1.6094379124341,2.484906649788,6.58892647753352,4.77068462446567,3.2188758248682,3.55534806148941,5.38449506278909,0,0,0,3.04452243772342,0,0,0,4.0943445622221,0,1.09861228866811,0,0,0,5.36129216570943,0,0,0,7.10824413973154,4.18965474202643,0,0,0,2.39789527279837,0,0,3.87120101090789,3.40119738166216,0,0,0,1.38629436111989,3.61091791264422,0,6.07073772800249,0,5.56068163101553,3.55534806148941,0,1.6094379124341,1.09861228866811,0,2.39789527279837,0,2.19722457733622,4.79579054559674,0,0,0,1.6094379124341,1.09861228866811,0,4.40671924726425,1.09861228866811,0,5.00394630594546,4.88280192258637,5.87493073085203,0,0,5.75574221358691,0,5.75890177387728,1.09861228866811,2.484906649788,0,5.68697535633982,0,0,1.09861228866811,0,0,5.2040066870768,0,0,2.30258509299405,0.693147180559945
"Series6_A549.ACE2_SARS.CoV.2_3",3.17805383034795,5.98896141688986,4.29045944114839,1.6094379124341,3.2188758248682,6.35088571671474,4.64439089914137,2.70805020110221,2.99573227355399,4.84418708645859,0,0,0,2.07944154167984,0,0,0,3.91202300542815,0.693147180559945,0,0,0,0,4.97673374242057,0,0,0,6.88448665204278,4.20469261939097,0,0,0,1.6094379124341,0,0,3.49650756146648,2.77258872223978,1.6094379124341,0.693147180559945,0,1.94591014905531,3.29583686600433,0,5.37063802812766,0.693147180559945,5.19295685089021,3.91202300542815,0,1.09861228866811,0,0,1.09861228866811,0,1.6094379124341,4.54329478227,0.693147180559945,0,0,1.94591014905531,0,0,4.40671924726425,0.693147180559945,0,4.72738781871234,4.55387689160054,5.90536184805457,0,1.09861228866811,5.4971682252932,0,5.4510384535657,1.38629436111989,2.70805020110221,0,5.52942908751142,0,0,1.6094379124341,0,0,4.91998092582813,0.693147180559945,0,2.30258509299405,0.693147180559945
"Series7_Calu3_Mock_1",2.39789527279837,6.99668148817654,4.64439089914137,3.43398720448515,2.70805020110221,3.71357206670431,4.52178857704904,6.12686918411419,1.6094379124341,4.70953020131233,0,0,0,4.06044301054642,0,0,0,5.34710753071747,0.693147180559945,1.94591014905531,0,2.30258509299405,0,4.48863636973214,0,0.693147180559945,0,5.67332326717149,4.30406509320417,0,5.7268477475872,1.09861228866811,5.04342511691925,0,0,6.14203740558736,3.09104245335832,2.30258509299405,0,4.67282883446191,1.38629436111989,4.86753445045558,0,5.27299955856375,2.39789527279837,4.47733681447821,3.09104245335832,0,3.8286413964891,0.693147180559945,0,4.969813299576,0,0,4.99721227376411,1.38629436111989,0.693147180559945,0,3.58351893845611,0,0,5.18738580584075,2.94443897916644,0.693147180559945,7.77821147451249,6.23441072571837,5.93489419561959,2.83321334405622,0,5.39362754635236,2.70805020110221,5.17614973257383,0,1.38629436111989,0,3.97029191355212,0,1.38629436111989,2.30258509299405,4.85981240436167,0,7.18387071506245,0,1.6094379124341,4.30406509320417,5.40267738187228
"Series7_Calu3_Mock_2",0.693147180559945,7.69028602067677,4.48863636973214,3.3322045101752,3.73766961828337,3.68887945411394,4.96284463025991,6.50578406012823,2.19722457733622,5.44241771052179,0,0,0,4.44265125649032,0,0,0,5.59471137960184,0.693147180559945,0.693147180559945,0,2.99573227355399,0,5.0998664278242,1.38629436111989,0,0,6.30078579466324,4.89034912822175,0,6.29894924685594,1.79175946922805,5.90263333340137,0,0.693147180559945,6.97166860472579,4.21950770517611,3.25809653802148,0.693147180559945,5.40717177146012,2.07944154167984,5.48063892334199,0,6.03068526026126,2.39789527279837,5.29831736654804,4.02535169073515,0,3.87120101090789,1.38629436111989,0,5.48893772615669,0,2.484906649788,5.50533153593236,1.38629436111989,2.07944154167984,0,3.63758615972639,1.38629436111989,0,5.61312810638807,3.55534806148941,1.09861228866811,8.40469616018909,6.7900972355139,6.68336094576627,3.2188758248682,0.693147180559945,5.74620319054015,2.63905732961526,5.65248918026865,0,0,0,4.71849887129509,0,1.38629436111989,2.63905732961526,5.76205138278018,0,8.00503334463711,0.693147180559945,1.94591014905531,5.07517381523383,5.99146454710798
"Series7_Calu3_Mock_3",2.484906649788,8.39117635083275,5.52146091786225,4.46590811865458,4.49980967033027,4.80402104473326,5.62040086571715,7.56423847517049,3.2188758248682,6.0730445341004,0,0,0,5.53733426701854,0,0,0,6.51619307604296,0,1.94591014905531,0,3.98898404656427,0.693147180559945,5.98896141688986,0.693147180559945,2.484906649788,0,7.15148546390474,5.57215403217776,0,7.11720550316434,2.39789527279837,6.62273632394984,0,0,7.62900388965296,4.63472898822964,4.20469261939097,1.79175946922805,6.13772705408623,3.25809653802148,6.43454651878745,0,6.80239476332431,3.36729582998647,6.15485809401642,4.9416424226093,0,4.97673374242057,2.39789527279837,0,6.31896811374643,0,1.38629436111989,6.45990445437753,1.94591014905531,1.94591014905531,0,4.70048036579242,1.79175946922805,0,6.63594655568665,4.45434729625351,2.39789527279837,9.20140053040671,7.66809370908241,7.33888813383888,3.76120011569356,0,6.64378973314767,3.89182029811063,6.42324696353352,0,1.79175946922805,0,5.74300318780948,0,2.39789527279837,3.2188758248682,6.50876913697168,0,8.68033192879342,0,2.77258872223978,5.94542060860658,6.99025650049388
"Series7_Calu3_SARS.CoV.2_1",5.27299955856375,9.24753981296529,6.28599809450886,3.13549421592915,4.02535169073515,4.88280192258637,8.46125755908593,7.77275271646874,4.51085950651685,6.78105762593618,0,2.39789527279837,0,3.97029191355212,0,0,0,6.0330862217988,1.09861228866811,3.80666248977032,0,3.98898404656427,0,6.01615715969835,0.693147180559945,1.79175946922805,2.94443897916644,9.16680636995245,5.75257263882563,0,6.5424719605068,1.6094379124341,5.79605775076537,0,0,7.92840602618053,4.51085950651685,3.49650756146648,1.09861228866811,7.66996199547358,3.09104245335832,6.69826805411541,0.693147180559945,8.05515773181968,2.39789527279837,6.54965074223381,6.27476202124194,0.693147180559945,4.95582705760126,2.94443897916644,0,9.36185901961509,0,2.39789527279837,8.50875771259514,1.79175946922805,1.79175946922805,0,4.18965474202643,2.07944154167984,1.09861228866811,6.84587987526405,6.14418563412565,0.693147180559945,9.55172907437721,9.10808613793743,9.01711963431323,3.3322045101752,0,7.63723438878947,3.09104245335832,8.1961611392829,0.693147180559945,1.79175946922805,0,8.526351129201,0,0,2.484906649788,4.33073334028633,0,8.42858053305963,0,1.09861228866811,5.4249500174814,7.11314210870709
"Series7_Calu3_SARS.CoV.2_2",4.80402104473326,8.9459841248279,5.89715386763674,2.19722457733622,3.40119738166216,4.39444915467244,7.97212112892166,7.20489251020467,3.87120101090789,6.30809844150953,0,1.79175946922805,0,3.40119738166216,0,0,0,5.36129216570943,0,3.78418963391826,0,3.68887945411394,0,5.54907608489522,0,1.09861228866811,1.38629436111989,8.71702717329482,5.25227342804663,0,5.89440283426485,1.38629436111989,5.18738580584075,0,0,7.1777824161952,4.00733318523247,2.99573227355399,0,7.13886699994552,2.39789527279837,5.97126183979046,0,7.56837926783652,1.79175946922805,6.24416690066374,5.64897423816121,0,4.47733681447821,2.19722457733622,0,8.75273950944749,0,0,7.88532923927319,1.38629436111989,0,0,4.0943445622221,1.38629436111989,0,6.289715570909,5.65248918026865,1.38629436111989,8.95234654322623,8.48446336679332,8.48342956126343,2.19722457733622,0,7.07749805356923,1.94591014905531,7.6314316645769,1.09861228866811,0.693147180559945,0,8.05959232888755,0,0,1.6094379124341,3.89182029811063,0,7.83320394864106,0,0,4.69134788222914,6.34738920965601
